UserID,Age,Occupation,Primary_Work_Tool,Primary_Challenge,Primary_Challenge_Severity,Work_Challenges,Desired_Features,Tech_Comfort_Level,Willing_To_Pay,Will_Subscribe
U148,20,Student,Google_Docs,Mental_Fatigue,8,Fatigue;Procrastination;Distractions,AI_Task_Nudge;Predictive_Insights;Automatic_Breaks;Calendar_Integration;Adaptive_Music;Slack_Integration;Productivity_Report;Focus_Music,5,18,Yes
U149,24,Developer,Jupyter,Constant_Distractions,7,Distractions;Fatigue;Procrastination;Information_Overload,AI_Task_Nudge;Predictive_Insights;Automatic_Breaks;Adaptive_Music;Notification_Blocking,4,25,Yes
U150,37,Analyst,Notion,Procrastination,1,Procrastination;Distractions,Automatic_Breaks;Notification_Blocking;Productivity_Report,5,15,Yes
U151,42,Writer,Notion,Information_Overload,8,Information_Overload;Procrastination;Creative_Block,AI_Task_Nudge;Team_Dashboard;Automatic_Breaks;Calendar_Integration;Slack_Integration;Focus_Music,3,27,Yes
U152,42,Researcher,Jupyter,Creative_Block,7,Creative_Block;Information_Overload,Distraction_Nudge;Predictive_Insights;Adaptive_Music;Focus_Music,4,27,Yes
U153,28,Developer,VS_Code,Mental_Fatigue,9,Fatigue;Procrastination;Distractions;Meeting_Interruptions,AI_Task_Nudge;Predictive_Insights;Automatic_Breaks;Calendar_Integration;Adaptive_Music;Slack_Integration;Notification_Blocking;Productivity_Report,4,31,Yes
U154,28,Designer,Notion,Meeting_Interruptions,7,Meeting_Interruptions;Procrastination;Creative_Block,AI_Task_Nudge;Team_Dashboard;Distraction_Nudge;Notification_Blocking;Focus_Music,5,24,Yes
U155,33,Researcher,Word,Constant_Distractions,6,Distractions;Procrastination;Information_Overload,AI_Task_Nudge;Predictive_Insights;Team_Dashboard;Automatic_Breaks;Slack_Integration;Focus_Music,4,26,Yes
U156,18,Student,Word,Mental_Fatigue,4,Fatigue;Distractions;Procrastination,Notification_Blocking;Predictive_Insights;AI_Task_Nudge;Productivity_Report,5,12,Yes
U157,29,Designer,Figma,Constant_Distractions,1,Distractions;Creative_Block;Meeting_Interruptions,Calendar_Integration;Adaptive_Music,4,12,Yes
U158,31,Writer,Notion,Mental_Fatigue,6,Fatigue;Distractions;Procrastination,Automatic_Breaks;Calendar_Integration;Adaptive_Music;Focus_Music;Slack_Integration;Distraction_Nudge,3,21,Yes
U159,42,Researcher,Jupyter,Creative_Block,5,Creative_Block;Information_Overload;Poor_Time_Management,Focus_Music;Calendar_Integration;Predictive_Insights;Distraction_Nudge,3,23,Yes
U160,31,Developer,VS_Code,Information_Overload,6,Information_Overload;Creative_Block;Poor_Time_Management,Slack_Integration;Productivity_Report;Focus_Music,4,25,Yes
U161,27,Student,Word,Meeting_Interruptions,6,Meeting_Interruptions;Procrastination;Fatigue,Adaptive_Music;Focus_Music,4,15,Yes
U162,39,Analyst,VS_Code,Meeting_Interruptions,5,Meeting_Interruptions;Information_Overload,AI_Task_Nudge;Predictive_Insights;Team_Dashboard;Calendar_Integration;Productivity_Report,5,27,Yes
U163,25,Analyst,Jupyter,Meeting_Interruptions,6,Meeting_Interruptions;Procrastination;Fatigue;Distractions,Automatic_Breaks;Notification_Blocking;Team_Dashboard;Productivity_Report,3,22,Yes
U164,18,Student,Word,Information_Overload,8,Information_Overload;Procrastination;Fatigue,Predictive_Insights;Automatic_Breaks;Slack_Integration;Productivity_Report;Distraction_Nudge,5,20,Yes
U165,42,Developer,VS_Code,Creative_Block,7,Creative_Block;Procrastination;Poor_Time_Management,AI_Task_Nudge;Automatic_Breaks;Distraction_Nudge,4,29,Yes
U166,34,Designer,Slack,Constant_Distractions,7,Distractions;Meeting_Interruptions,Slack_Integration;Notification_Blocking;Focus_Music,3,20,No
U167,34,Developer,Jupyter,Procrastination,10,Procrastination;Fatigue;Creative_Block,Predictive_Insights;Calendar_Integration;Adaptive_Music;Slack_Integration;Notification_Blocking;Productivity_Report;Distraction_Nudge,4,35,Yes
U168,28,Student,Word,Information_Overload,8,Information_Overload;Fatigue;Distractions;Poor_Time_Management,AI_Task_Nudge;Predictive_Insights;Team_Dashboard;Distraction_Nudge;Slack_Integration;Productivity_Report;Focus_Music,5,20,Yes
U169,27,Student,Notion,Meeting_Interruptions,9,Meeting_Interruptions;Fatigue,Predictive_Insights;Automatic_Breaks;Slack_Integration;Productivity_Report;Focus_Music,4,18,No
U170,28,Developer,Google_Docs,Meeting_Interruptions,9,Meeting_Interruptions;Fatigue,Predictive_Insights;Adaptive_Music;Focus_Music;Slack_Integration;Productivity_Report;Distraction_Nudge,5,30,Yes
U171,33,Developer,Figma,Mental_Fatigue,7,Fatigue;Distractions;Creative_Block,Automatic_Breaks;Slack_Integration;Productivity_Report;Focus_Music,4,30,Yes
U172,31,Analyst,Google_Docs,Procrastination,6,Procrastination;Poor_Time_Management;Meeting_Interruptions,AI_Task_Nudge;Predictive_Insights;Slack_Integration;Notification_Blocking;Productivity_Report,3,21,Yes
U173,57,Researcher,Jupyter,Meeting_Interruptions,8,Meeting_Interruptions;Poor_Time_Management,AI_Task_Nudge;Team_Dashboard;Automatic_Breaks;Calendar_Integration;Adaptive_Music;Notification_Blocking;Productivity_Report;Focus_Music,5,36,Yes
U174,37,Analyst,Excel,Procrastination,6,Procrastination;Distractions,AI_Task_Nudge;Calendar_Integration;Slack_Integration;Distraction_Nudge,5,31,Yes
U175,40,Analyst,Jupyter,Constant_Distractions,8,Distractions;Information_Overload;Meeting_Interruptions;Creative_Block,AI_Task_Nudge;Predictive_Insights;Team_Dashboard;Automatic_Breaks;Calendar_Integration;Focus_Music;Slack_Integration;Notification_Blocking,5,34,Yes
U176,36,Writer,PyCharm,Constant_Distractions,5,Distractions;Procrastination;Information_Overload;Poor_Time_Management,AI_Task_Nudge;Team_Dashboard;Automatic_Breaks;Slack_Integration;Notification_Blocking;Distraction_Nudge,2,20,Yes
U177,43,Writer,Google_Docs,Creative_Block,5,Creative_Block;Procrastination,Notification_Blocking;Productivity_Report;Distraction_Nudge,4,22,No
U178,27,Writer,Notion,Procrastination,5,Procrastination;Information_Overload;Distractions,Automatic_Breaks;Distraction_Nudge;Slack_Integration;Notification_Blocking;Productivity_Report;Focus_Music,3,22,Yes
U179,32,Developer,Slack,Mental_Fatigue,4,Fatigue;Distractions,Predictive_Insights;Slack_Integration;Notification_Blocking;Productivity_Report;Distraction_Nudge,5,23,Yes
U180,45,Developer,Excel,Mental_Fatigue,7,Fatigue;Poor_Time_Management;Distractions;Meeting_Interruptions,AI_Task_Nudge;Adaptive_Music;Notification_Blocking;Slack_Integration;Productivity_Report;Distraction_Nudge,4,32,Yes
U181,49,Researcher,Word,Mental_Fatigue,6,Fatigue;Poor_Time_Management,Automatic_Breaks;Calendar_Integration;Notification_Blocking;Focus_Music,5,28,Yes
U182,40,Manager,Trello,Information_Overload,5,Information_Overload;Fatigue;Meeting_Interruptions,Predictive_Insights;Team_Dashboard;Automatic_Breaks;Calendar_Integration;Slack_Integration,4,19,No
U183,26,Developer,VS_Code,Constant_Distractions,7,Distractions;Meeting_Interruptions,Automatic_Breaks;Notification_Blocking,4,23,Yes
U184,50,Analyst,Jupyter,Mental_Fatigue,9,Fatigue;Distractions;Procrastination,AI_Task_Nudge;Automatic_Breaks;Calendar_Integration;Adaptive_Music;Slack_Integration;Productivity_Report,3,24,Yes
U185,25,Student,Word,Creative_Block,10,Creative_Block;Meeting_Interruptions;Poor_Time_Management,AI_Task_Nudge;Predictive_Insights;Team_Dashboard;Adaptive_Music;Distraction_Nudge;Slack_Integration;Productivity_Report;Focus_Music,3,22,Yes
U186,27,Student,Google_Docs,Information_Overload,6,Information_Overload;Poor_Time_Management;Fatigue,AI_Task_Nudge;Predictive_Insights;Adaptive_Music;Notification_Blocking;Slack_Integration;Focus_Music,4,18,Yes
U187,44,Researcher,Jupyter,Creative_Block,6,Creative_Block;Meeting_Interruptions;Fatigue,AI_Task_Nudge;Automatic_Breaks;Predictive_Insights;Team_Dashboard,5,25,Yes
U188,26,Student,Word,Constant_Distractions,8,Distractions;Meeting_Interruptions;Procrastination,AI_Task_Nudge;Predictive_Insights;Calendar_Integration;Notification_Blocking;Slack_Integration;Focus_Music,4,20,No
U189,23,Student,Google_Docs,Creative_Block,6,Creative_Block;Distractions,AI_Task_Nudge;Automatic_Breaks;Slack_Integration;Productivity_Report;Focus_Music,5,16,Yes
U190,37,Designer,Figma,Meeting_Interruptions,4,Meeting_Interruptions;Distractions,Calendar_Integration;Distraction_Nudge;Adaptive_Music;Focus_Music,5,21,Yes
U191,31,Writer,Figma,Information_Overload,6,Information_Overload;Procrastination;Creative_Block,Predictive_Insights;Automatic_Breaks;Adaptive_Music;Focus_Music;Distraction_Nudge,2,17,No
U192,45,Developer,Slack,Procrastination,6,Procrastination;Fatigue,Predictive_Insights;Calendar_Integration;Notification_Blocking;Productivity_Report,4,26,Yes
U193,50,Writer,Trello,Constant_Distractions,4,Distractions;Meeting_Interruptions;Creative_Block;Procrastination,Predictive_Insights;Calendar_Integration;Focus_Music;Productivity_Report;Distraction_Nudge,2,13,Yes
U194,44,Developer,Jupyter,Mental_Fatigue,5,Fatigue;Meeting_Interruptions;Distractions,AI_Task_Nudge;Adaptive_Music;Notification_Blocking;Slack_Integration;Productivity_Report,5,27,Yes
U195,31,Manager,Excel,Meeting_Interruptions,6,Meeting_Interruptions;Poor_Time_Management,Calendar_Integration;Predictive_Insights;Team_Dashboard,2,10,No
U196,30,Designer,Figma,Mental_Fatigue,3,Fatigue;Distractions,Slack_Integration;Adaptive_Music,3,16,Yes
U197,44,Developer,VS_Code,Mental_Fatigue,4,Fatigue;Meeting_Interruptions;Distractions;Poor_Time_Management,Calendar_Integration,5,23,No
U198,43,Writer,Word,Meeting_Interruptions,8,Meeting_Interruptions;Information_Overload;Procrastination;Creative_Block,Predictive_Insights;Team_Dashboard;Automatic_Breaks;Calendar_Integration;Distraction_Nudge;Notification_Blocking;Slack_Integration;Focus_Music,3,27,Yes
U199,28,Designer,Notion,Mental_Fatigue,7,Fatigue;Meeting_Interruptions;Distractions,AI_Task_Nudge;Predictive_Insights;Adaptive_Music;Focus_Music;Notification_Blocking;Distraction_Nudge,5,26,Yes
U200,21,Student,Word,Constant_Distractions,7,Distractions;Fatigue,AI_Task_Nudge;Adaptive_Music;Focus_Music;Notification_Blocking;Distraction_Nudge,4,10,No
U201,39,Writer,Excel,Procrastination,7,Procrastination;Creative_Block;Distractions,Automatic_Breaks;Calendar_Integration;Focus_Music;Productivity_Report;Distraction_Nudge,2,21,No
U202,29,Developer,VS_Code,Creative_Block,8,Creative_Block;Procrastination;Poor_Time_Management,AI_Task_Nudge;Predictive_Insights;Adaptive_Music;Slack_Integration;Notification_Blocking;Productivity_Report,4,28,Yes
U203,46,Writer,Notion,Meeting_Interruptions,6,Meeting_Interruptions;Creative_Block;Procrastination,AI_Task_Nudge;Predictive_Insights;Team_Dashboard;Calendar_Integration;Adaptive_Music;Distraction_Nudge,4,25,Yes
U204,50,Manager,Excel,Constant_Distractions,9,Distractions;Fatigue;Meeting_Interruptions,Predictive_Insights;Calendar_Integration;Adaptive_Music;Distraction_Nudge;Notification_Blocking;Productivity_Report;Focus_Music,3,21,Yes
U205,38,Manager,Slack,Creative_Block,5,Creative_Block;Meeting_Interruptions;Poor_Time_Management,AI_Task_Nudge;Calendar_Integration;Team_Dashboard;Distraction_Nudge,2,12,No
U206,26,Designer,Slack,Information_Overload,4,Information_Overload;Poor_Time_Management;Distractions;Meeting_Interruptions,Adaptive_Music;Notification_Blocking;Productivity_Report,4,16,Yes
U207,50,Manager,Trello,Information_Overload,4,Information_Overload;Poor_Time_Management,Notification_Blocking;Team_Dashboard;Productivity_Report,4,12,Yes
U208,29,Developer,PyCharm,Information_Overload,6,Information_Overload;Meeting_Interruptions;Distractions;Fatigue,Notification_Blocking;Calendar_Integration;Predictive_Insights;Productivity_Report,5,23,Yes
U209,39,Analyst,Notion,Meeting_Interruptions,7,Meeting_Interruptions;Information_Overload;Distractions,Slack_Integration;Calendar_Integration;Predictive_Insights;Adaptive_Music,5,29,No
U210,18,Student,Word,Constant_Distractions,3,Distractions;Fatigue,AI_Task_Nudge;Automatic_Breaks,4,7,No
U211,41,Developer,VS_Code,Procrastination,7,Procrastination;Distractions;Fatigue,Predictive_Insights;Calendar_Integration;Slack_Integration;Notification_Blocking;Productivity_Report;Focus_Music,4,31,Yes
U212,37,Designer,Figma,Creative_Block,8,Creative_Block;Meeting_Interruptions;Information_Overload,Team_Dashboard;Calendar_Integration;Adaptive_Music;Focus_Music;Notification_Blocking;Slack_Integration;Productivity_Report;Distraction_Nudge,3,32,Yes
U213,28,Developer,Excel,Meeting_Interruptions,6,Meeting_Interruptions;Procrastination;Information_Overload,Calendar_Integration;Distraction_Nudge,5,27,Yes
U214,42,Manager,Trello,Constant_Distractions,8,Distractions;Information_Overload,Team_Dashboard;Calendar_Integration;Adaptive_Music;Slack_Integration;Notification_Blocking;Productivity_Report;Distraction_Nudge,4,22,Yes
U215,40,Analyst,Notion,Procrastination,5,Procrastination;Distractions;Information_Overload,AI_Task_Nudge;Notification_Blocking;Productivity_Report,3,19,Yes
U216,24,Developer,VS_Code,Procrastination,4,Procrastination;Distractions;Information_Overload,Slack_Integration;Notification_Blocking;Predictive_Insights;Productivity_Report,5,23,Yes
U217,50,Manager,Slack,Creative_Block,3,Creative_Block;Information_Overload,Calendar_Integration;Productivity_Report;Focus_Music,3,7,No
U218,29,Analyst,Jupyter,Information_Overload,9,Information_Overload;Distractions;Fatigue,AI_Task_Nudge;Predictive_Insights;Automatic_Breaks;Calendar_Integration;Notification_Blocking;Distraction_Nudge,5,28,Yes
U219,43,Writer,PyCharm,Mental_Fatigue,6,Fatigue;Creative_Block,Automatic_Breaks;Productivity_Report;Adaptive_Music;Distraction_Nudge,2,17,Yes
U220,38,Developer,Word,Constant_Distractions,6,Distractions;Meeting_Interruptions;Fatigue,AI_Task_Nudge;Slack_Integration;Team_Dashboard,5,29,Yes
U221,24,Student,Slack,Constant_Distractions,9,Distractions;Meeting_Interruptions,AI_Task_Nudge;Team_Dashboard;Calendar_Integration;Adaptive_Music;Notification_Blocking;Slack_Integration;Productivity_Report;Focus_Music,5,22,Yes
U222,41,Designer,PyCharm,Information_Overload,8,Information_Overload;Procrastination;Creative_Block,AI_Task_Nudge;Predictive_Insights;Adaptive_Music;Distraction_Nudge;Notification_Blocking;Focus_Music,4,27,Yes
U223,41,Writer,Excel,Procrastination,9,Procrastination;Distractions;Fatigue,AI_Task_Nudge;Predictive_Insights;Team_Dashboard;Calendar_Integration;Distraction_Nudge;Focus_Music,4,31,Yes
U224,47,Consultant,Slack,Meeting_Interruptions,5,Meeting_Interruptions;Fatigue;Information_Overload,Adaptive_Music;Automatic_Breaks;Predictive_Insights;Productivity_Report,3,18,Yes
U225,22,Student,Notion,Mental_Fatigue,8,Fatigue;Procrastination,Team_Dashboard;Productivity_Report;Focus_Music,4,12,No
U226,34,Developer,PyCharm,Meeting_Interruptions,8,Meeting_Interruptions;Distractions;Fatigue,Predictive_Insights;Team_Dashboard;Calendar_Integration;Distraction_Nudge;Slack_Integration;Notification_Blocking;Productivity_Report;Focus_Music,5,38,Yes
U227,40,Developer,PyCharm,Information_Overload,8,Information_Overload;Distractions;Procrastination,Predictive_Insights;Automatic_Breaks;Calendar_Integration;Notification_Blocking;Slack_Integration;Productivity_Report;Distraction_Nudge,4,31,Yes
U228,39,Researcher,Notion,Meeting_Interruptions,6,Meeting_Interruptions;Creative_Block;Distractions;Information_Overload,Automatic_Breaks;Notification_Blocking;Productivity_Report;Distraction_Nudge,4,27,No
U229,40,Developer,VS_Code,Meeting_Interruptions,9,Meeting_Interruptions;Distractions;Fatigue,Automatic_Breaks;Calendar_Integration;Slack_Integration;Notification_Blocking;Productivity_Report,5,31,Yes
U230,44,Researcher,Notion,Procrastination,7,Procrastination;Poor_Time_Management;Information_Overload,Predictive_Insights;Calendar_Integration;Notification_Blocking;Distraction_Nudge,3,25,Yes
U231,41,Developer,Jupyter,Mental_Fatigue,5,Fatigue;Distractions,Automatic_Breaks;Calendar_Integration;Notification_Blocking;Adaptive_Music,5,30,Yes
U232,52,Manager,Slack,Constant_Distractions,9,Distractions;Creative_Block;Fatigue;Information_Overload,Team_Dashboard;Calendar_Integration;Focus_Music;Notification_Blocking;Slack_Integration;Productivity_Report;Distraction_Nudge,2,17,No
U233,38,Manager,VS_Code,Meeting_Interruptions,7,Meeting_Interruptions;Poor_Time_Management;Distractions,Team_Dashboard;Calendar_Integration;Notification_Blocking;Productivity_Report;Distraction_Nudge,4,20,No
U234,32,Developer,Figma,Mental_Fatigue,10,Fatigue;Poor_Time_Management,Team_Dashboard;Automatic_Breaks;Calendar_Integration;Notification_Blocking;Productivity_Report;Focus_Music,5,34,Yes
U235,42,Writer,Word,Creative_Block,3,Creative_Block;Procrastination;Distractions,Focus_Music;Distraction_Nudge,4,17,Yes
U236,25,Student,VS_Code,Mental_Fatigue,6,Fatigue;Meeting_Interruptions;Poor_Time_Management,Adaptive_Music;Calendar_Integration;Productivity_Report,5,18,No
U237,27,Student,Notion,Constant_Distractions,7,Distractions;Poor_Time_Management,AI_Task_Nudge;Automatic_Breaks;Calendar_Integration;Productivity_Report;Distraction_Nudge,4,17,Yes
U238,33,Developer,VS_Code,Constant_Distractions,8,Distractions;Fatigue;Poor_Time_Management,AI_Task_Nudge;Predictive_Insights;Calendar_Integration;Adaptive_Music;Notification_Blocking;Productivity_Report;Focus_Music,4,34,Yes
U239,48,Manager,Trello,Meeting_Interruptions,5,Meeting_Interruptions;Information_Overload;Creative_Block;Poor_Time_Management,AI_Task_Nudge;Team_Dashboard;Calendar_Integration;Productivity_Report;Focus_Music,4,19,No
U240,47,Writer,Word,Procrastination,3,Procrastination;Distractions;Creative_Block,Calendar_Integration;Slack_Integration;Focus_Music,3,16,Yes
U241,33,Developer,VS_Code,Creative_Block,7,Creative_Block;Fatigue,Productivity_Report;Slack_Integration;Adaptive_Music;Distraction_Nudge,5,27,Yes
U242,19,Student,Word,Constant_Distractions,6,Distractions;Fatigue;Procrastination,AI_Task_Nudge;Calendar_Integration;Adaptive_Music;Productivity_Report,4,16,No
U243,24,Developer,PyCharm,Procrastination,8,Procrastination;Fatigue,Team_Dashboard;Calendar_Integration;Adaptive_Music;Slack_Integration;Productivity_Report,4,28,Yes
U244,19,Student,Jupyter,Mental_Fatigue,6,Fatigue;Distractions;Procrastination,AI_Task_Nudge;Automatic_Breaks,5,12,No
U245,50,Writer,Google_Docs,Procrastination,9,Procrastination;Creative_Block,Predictive_Insights;Focus_Music;Slack_Integration;Productivity_Report;Distraction_Nudge,4,25,Yes
U246,39,Researcher,Notion,Mental_Fatigue,9,Fatigue;Information_Overload;Meeting_Interruptions,AI_Task_Nudge;Predictive_Insights;Calendar_Integration;Distraction_Nudge;Productivity_Report;Focus_Music,4,33,Yes
U247,28,Student,Notion,Information_Overload,7,Information_Overload;Fatigue,AI_Task_Nudge;Predictive_Insights;Team_Dashboard;Productivity_Report,4,19,No
U248,35,Developer,Jupyter,Procrastination,8,Procrastination;Poor_Time_Management,AI_Task_Nudge;Predictive_Insights;Automatic_Breaks;Slack_Integration;Notification_Blocking;Productivity_Report,4,31,Yes
U249,38,Developer,VS_Code,Creative_Block,5,Creative_Block;Fatigue,AI_Task_Nudge;Slack_Integration;Adaptive_Music;Focus_Music,5,31,Yes
U250,58,Manager,Excel,Procrastination,5,Procrastination;Information_Overload,Notification_Blocking;Calendar_Integration;Predictive_Insights;Productivity_Report,2,11,No
U251,28,Analyst,Notion,Mental_Fatigue,9,Fatigue;Procrastination,AI_Task_Nudge;Predictive_Insights;Calendar_Integration;Productivity_Report;Focus_Music,3,28,No
U252,24,Student,Word,Procrastination,5,Procrastination;Distractions;Meeting_Interruptions;Fatigue,AI_Task_Nudge;Predictive_Insights;Notification_Blocking;Slack_Integration;Productivity_Report;Focus_Music,3,11,No
U253,33,Developer,VS_Code,Mental_Fatigue,7,Fatigue;Procrastination;Distractions,AI_Task_Nudge;Adaptive_Music;Slack_Integration;Notification_Blocking;Productivity_Report,4,24,Yes
U254,25,Analyst,VS_Code,Meeting_Interruptions,6,Meeting_Interruptions;Fatigue;Distractions,Automatic_Breaks;Notification_Blocking;Productivity_Report;Focus_Music,3,25,No
U255,41,Developer,VS_Code,Creative_Block,6,Creative_Block;Distractions;Meeting_Interruptions;Fatigue,Predictive_Insights;Calendar_Integration;Adaptive_Music;Slack_Integration;Notification_Blocking;Productivity_Report;Focus_Music,4,29,Yes
U256,56,Manager,Trello,Mental_Fatigue,6,Fatigue;Creative_Block;Poor_Time_Management,AI_Task_Nudge;Predictive_Insights;Team_Dashboard;Calendar_Integration;Focus_Music,2,13,Yes
U257,34,Writer,Word,Constant_Distractions,9,Distractions;Creative_Block;Procrastination,Automatic_Breaks;Calendar_Integration;Notification_Blocking;Productivity_Report;Focus_Music,2,22,Yes
U258,54,Consultant,Notion,Constant_Distractions,7,Distractions;Information_Overload;Poor_Time_Management;Fatigue,AI_Task_Nudge;Predictive_Insights;Automatic_Breaks;Calendar_Integration;Adaptive_Music;Notification_Blocking;Productivity_Report,4,26,Yes
U259,23,Student,Google_Docs,Meeting_Interruptions,4,Meeting_Interruptions;Fatigue;Distractions;Poor_Time_Management,Focus_Music;Notification_Blocking;Productivity_Report;Distraction_Nudge,5,10,No
U260,41,Developer,Excel,Meeting_Interruptions,6,Meeting_Interruptions;Information_Overload;Distractions,Notification_Blocking;Predictive_Insights;Adaptive_Music,5,30,Yes
U261,42,Developer,PyCharm,Creative_Block,7,Creative_Block;Procrastination,Predictive_Insights;Slack_Integration;Notification_Blocking;Productivity_Report;Focus_Music,4,28,Yes
U262,27,Writer,PyCharm,Information_Overload,6,Information_Overload;Fatigue;Procrastination,Automatic_Breaks;Predictive_Insights;Adaptive_Music,2,18,Yes
U263,46,Writer,Google_Docs,Mental_Fatigue,7,Fatigue;Distractions;Information_Overload;Creative_Block,Team_Dashboard;Automatic_Breaks;Focus_Music;Notification_Blocking;Distraction_Nudge,2,21,No
U264,49,Analyst,Excel,Information_Overload,8,Information_Overload;Poor_Time_Management,AI_Task_Nudge;Automatic_Breaks;Calendar_Integration;Notification_Blocking;Productivity_Report;Distraction_Nudge,5,31,Yes
U265,29,Developer,PyCharm,Meeting_Interruptions,8,Meeting_Interruptions;Procrastination,Automatic_Breaks;Calendar_Integration;Slack_Integration;Productivity_Report,4,30,No
U266,20,Student,Jupyter,Information_Overload,4,Information_Overload;Procrastination;Distractions,AI_Task_Nudge;Automatic_Breaks;Focus_Music,3,5,No
U267,20,Student,Google_Docs,Constant_Distractions,8,Distractions;Fatigue;Poor_Time_Management,Team_Dashboard;Automatic_Breaks;Adaptive_Music;Distraction_Nudge;Notification_Blocking;Productivity_Report;Focus_Music,5,20,Yes
U268,50,Writer,Notion,Constant_Distractions,1,Distractions;Poor_Time_Management,Automatic_Breaks;Slack_Integration;Productivity_Report,2,9,No
U269,35,Researcher,Word,Information_Overload,5,Information_Overload;Fatigue;Creative_Block,Automatic_Breaks;Slack_Integration;Focus_Music,3,21,No
U270,53,Writer,Word,Meeting_Interruptions,10,Meeting_Interruptions;Procrastination;Distractions,AI_Task_Nudge;Automatic_Breaks;Calendar_Integration;Distraction_Nudge;Notification_Blocking;Focus_Music,3,23,Yes
U271,37,Consultant,Slack,Information_Overload,8,Information_Overload;Fatigue;Meeting_Interruptions,Team_Dashboard;Automatic_Breaks;Calendar_Integration;Notification_Blocking;Slack_Integration;Productivity_Report;Distraction_Nudge,4,27,Yes
U272,25,Student,Word,Procrastination,5,Procrastination;Creative_Block,Automatic_Breaks;Calendar_Integration;Slack_Integration;Productivity_Report;Distraction_Nudge,5,13,Yes
U273,36,Consultant,Notion,Creative_Block,7,Creative_Block;Distractions,Predictive_Insights;Automatic_Breaks;Calendar_Integration;Slack_Integration;Productivity_Report;Distraction_Nudge,4,22,Yes
U274,39,Developer,VS_Code,Creative_Block,4,Creative_Block;Distractions;Meeting_Interruptions,Slack_Integration;Calendar_Integration;Notification_Blocking;Productivity_Report,5,25,Yes
U275,44,Developer,Excel,Constant_Distractions,6,Distractions;Meeting_Interruptions;Procrastination,Team_Dashboard;Adaptive_Music;Slack_Integration;Notification_Blocking;Productivity_Report;Distraction_Nudge,4,25,Yes
U276,55,Manager,Trello,Constant_Distractions,10,Distractions;Information_Overload,AI_Task_Nudge;Automatic_Breaks;Slack_Integration;Notification_Blocking;Productivity_Report;Focus_Music,3,21,Yes
U277,33,Designer,Google_Docs,Meeting_Interruptions,4,Meeting_Interruptions;Distractions,Distraction_Nudge;Notification_Blocking;Adaptive_Music;Focus_Music,4,19,Yes
U278,40,Consultant,Excel,Meeting_Interruptions,7,Meeting_Interruptions;Fatigue,Slack_Integration;Automatic_Breaks;Notification_Blocking;Adaptive_Music,3,20,Yes
U279,25,Developer,Slack,Procrastination,8,Procrastination;Distractions,Predictive_Insights;Calendar_Integration;Slack_Integration;Notification_Blocking;Productivity_Report,4,29,Yes
U280,33,Researcher,Jupyter,Mental_Fatigue,8,Fatigue;Information_Overload;Creative_Block,AI_Task_Nudge;Predictive_Insights;Team_Dashboard;Automatic_Breaks;Adaptive_Music;Distraction_Nudge;Notification_Blocking;Focus_Music,5,32,Yes
U281,35,Analyst,Notion,Creative_Block,1,Creative_Block;Fatigue;Distractions,Automatic_Breaks;Notification_Blocking,5,19,No
U282,23,Student,VS_Code,Creative_Block,6,Creative_Block;Distractions;Meeting_Interruptions,Predictive_Insights;Notification_Blocking;Team_Dashboard;Focus_Music,5,11,No
U283,29,Developer,PyCharm,Mental_Fatigue,7,Fatigue;Distractions;Meeting_Interruptions,AI_Task_Nudge;Team_Dashboard;Automatic_Breaks;Slack_Integration;Notification_Blocking;Productivity_Report;Distraction_Nudge,5,32,Yes
U284,33,Consultant,Excel,Creative_Block,4,Creative_Block;Meeting_Interruptions;Distractions;Fatigue,Automatic_Breaks;Calendar_Integration;Adaptive_Music;Productivity_Report,3,8,No
U285,56,Researcher,Notion,Procrastination,5,Procrastination;Creative_Block;Information_Overload;Fatigue,AI_Task_Nudge;Predictive_Insights;Automatic_Breaks;Adaptive_Music;Notification_Blocking;Productivity_Report;Focus_Music,5,24,Yes
U286,33,Researcher,Slack,Procrastination,9,Procrastination;Fatigue;Poor_Time_Management;Information_Overload,AI_Task_Nudge;Predictive_Insights;Adaptive_Music;Focus_Music;Productivity_Report;Distraction_Nudge,5,32,Yes
U287,26,Student,Excel,Mental_Fatigue,8,Fatigue;Procrastination;Poor_Time_Management;Distractions,AI_Task_Nudge;Team_Dashboard;Automatic_Breaks;Adaptive_Music;Notification_Blocking,4,19,No
U288,36,Manager,Excel,Creative_Block,7,Creative_Block;Information_Overload;Fatigue;Meeting_Interruptions,AI_Task_Nudge;Predictive_Insights;Calendar_Integration;Notification_Blocking;Productivity_Report;Focus_Music,2,16,No
U289,37,Designer,Notion,Constant_Distractions,8,Distractions;Meeting_Interruptions;Creative_Block,AI_Task_Nudge;Team_Dashboard;Distraction_Nudge;Notification_Blocking;Productivity_Report;Focus_Music,3,22,Yes
U290,19,Student,Google_Docs,Mental_Fatigue,7,Fatigue;Procrastination;Distractions;Creative_Block,AI_Task_Nudge;Automatic_Breaks;Adaptive_Music;Distraction_Nudge;Slack_Integration;Productivity_Report;Focus_Music,5,19,Yes
U291,26,Developer,Jupyter,Procrastination,5,Procrastination;Meeting_Interruptions,Slack_Integration;Automatic_Breaks;Calendar_Integration;Notification_Blocking,4,21,Yes
U292,31,Analyst,Word,Creative_Block,9,Creative_Block;Fatigue,AI_Task_Nudge;Predictive_Insights;Automatic_Breaks;Notification_Blocking;Focus_Music,4,33,Yes
